SUB_ID	LAST_NAME	FIRST_NAME	GENDER	BIRTH_DT	SUBGRP_ID	GRP_ID	EFF_DT	TERM_DT	ELIG_IND
201001857	HOLDER	cerise	f	1/31/1973	1	12354	09-01-2011	12/31/2015	Y
201001858	STARK	cernunnos	m	02-01-1973	2	12354	09-01-2011	12/31/2015	Y
201001859	FERRELL	cerridwyn	f	02-02-1973	3	12354	09-01-2011	12/31/2015	Y
201001860	CANTRELL	cerys	f	02-03-1973	4	12354	09-01-2011	12/31/2011	Y
201001861	FULTON	cesaire	m	02-04-1973	5	12354	09-01-2011	12/31/2015	Y
201001862	LYNN	c‚sar	m	02-05-1973	6	12354	09-01-2011	12/31/2011	Y
201001863	LOTT	cesare	m	02-06-1973	7	12354	09-01-2011	12/31/2015	Y
201001864	CALDERON	cezar	m	02-07-1973	1	12345	01-01-2014	12/31/2014	Y
201001865	ROSA	chad	m	02-08-1973	2	12345	01-01-2014	12/31/2014	Y
201001866	POLLARD	chadwick	m	02-09-1973	3	12345	01-01-2014	12/31/2014	Y
201001867	HOOPER	chaim	m	02-10-1973	4	12345	01-01-2014	12/31/2014	Y
201001868	BURCH	chalchiuhticue	f	02-11-1973	5	12345	01-01-2014	12/31/2014	Y
201001869	MULLEN	chalice	f	02-12-1973	6	12345	01-01-2014	12/31/2014	Y
201001870	FRY	chanah	f	2/13/1973	7	12345	01-01-2014	12/31/2014	Y
201001871	RIDDLE	chance	f	2/14/1973	1	12346	09-01-2013	12/31/2015	Y
201001872	LEVY	chanda	f	2/15/1973	2	12346	09-01-2013	12/31/2015	Y
201001873	DAVID	chandan	m	2/16/1973	3	12346	09-01-2013	12/31/2015	Y
201001874	DUKE	chandana	m	2/17/1973	4	12346	09-01-2013	12/31/2015	Y
201001875	ODONNELL	chander	m	2/18/1973	5	12345	09-01-2013	12/31/2013	Y
201001876	GUY	chandler	m	2/19/1973	6	12345	09-01-2013	12/31/2013	Y
201001877	MICHAEL	chandra	f	2/20/1973	7	12346	09-01-2013	12/31/2015	Y
201001878	BRITT	chandrakant	m	2/21/1973	1	12345	06-01-2013	12/31/2013	Y
201001879	FREDERICK	chandrakanta	f	2/22/1973	2	12347	06-01-2013	12/31/2016	Y
201001880	DAUGHERTY	chanel	f	2/23/1973	3	12347	06-01-2013	12/31/2016	Y
201001881	BERGER	chang	m	2/24/1973	4	12347	06-01-2013	12/31/2016	Y
201001882	DILLARD	chania	f	2/25/1973	5	12347	06-01-2013	12/31/2016	Y
201001883	ALSTON	channah	f	2/26/1973	6	12347	06-01-2013	12/31/2016	Y
201001884	JARVIS	channing	m	2/27/1973	7	12345	06-01-2013	12/31/2013	Y
201001885	FRYE	chantal	f	2/28/1973	1	12348	03-01-2013	12/31/2017	Y
201001886	RIGGS	chant‚	f	03-01-1973	2	12348	03-01-2013	12/31/2017	Y
201001887	CHANEY	chantel	f	03-02-1973	3	12348	03-01-2013	12/31/2017	Y
201001888	ODOM	chantelle	f	03-03-1973	4	12348	03-01-2013	12/31/2017	Y
201001889	DUFFY	chao	m	03-04-1973	5	12348	03-01-2013	12/31/2017	Y
201001890	FITZPATRICK	chara	f	03-05-1973	6	12348	03-01-2013	12/31/2013	Y
201001891	VALENZUELA	charalampos	m	03-06-1973	7	12348	03-01-2013	12/31/2017	Y
201001892	MERRILL	charis	f	03-07-1973	1	12349	12-01-2012	12/31/2014	Y
201001893	MAYER	charissa	f	03-08-1973	2	12349	12-01-2012	12/31/2014	Y
201001894	ALFORD	charita	f	03-09-1973	3	12349	12-01-2012	12/31/2014	Y
201001895	MCPHERSON	charity	f	03-10-1973	4	12349	12-01-2012	12/31/2014	Y
201001896	ACEVEDO	charla	f	03-11-1973	5	12349	12-01-2012	12/31/2012	Y
201001897	DONOVAN	charlene	f	03-12-1973	6	12349	12-01-2012	12/31/2014	Y
201001898	BARRERA	charles	m	3/13/1973	7	12349	12-01-2012	12/31/2014	Y
201001899	ALBERT	charley	f	3/14/1973	1	12350	09-01-2012	12/31/2015	Y
201001900	COTE	charlie	m	3/15/1973	2	12350	09-01-2012	12/31/2015	Y
201001901	REILLY	charline	f	3/16/1973	3	12350	09-01-2012	12/31/2015	Y
201001902	COMPTON	charlot	m	3/17/1973	4	12349	09-01-2012	12/31/2012	Y
201001903	RAYMOND	charlotta	f	3/18/1973	5	12350	09-01-2012	12/31/2015	Y
201001904	MOONEY	charlotte	f	3/19/1973	6	12350	09-01-2012	12/31/2015	Y
201001905	MCGOWAN	charlton	m	3/20/1973	7	12350	09-01-2012	12/31/2015	N
201001906	CRAFT	charmaine	f	3/21/1973	1	12351	06-01-2012	12/31/2016	N
201001907	CLEVELAND	charmian	f	3/22/1973	2	12351	06-01-2012	12/31/2016	N
201001908	CLEMONS	charna	f	3/23/1973	3	12351	06-01-2012	12/31/2016	N
201001909	WYNN	charnette	f	3/24/1973	4	12351	06-01-2012	12/31/2016	N
201001910	NIELSEN	charo	f	3/25/1973	5	12351	06-01-2012	12/31/2016	N
201001911	BAIRD	chas	m	3/26/1973	7	12351	06-01-2012	12/31/2016	N
201001912	STANTON	chase	m	3/27/1973	1	12352	03-01-2012	12/31/2017	N
201001913	SNIDER	chasity	f	3/28/1973	2	12352	03-01-2012	12/31/2017	N
201001914	ROSALES	chastity	f	3/29/1973	3	12352	03-01-2012	12/31/2017	N
201001915	BRIGHT	chatzkel	m	3/30/1973	4	12352	03-01-2012	12/31/2017	N
201001916	WITT	chau	f	3/31/1973	5	12352	03-01-2012	12/31/2011	N
201001917	STUART	chauncey	m	04-01-1973	6	12352	03-01-2012	12/31/2017	N
201001918	HAYS	chava	f	04-02-1973	7	12352	03-01-2012	12/31/2017	N
201001919	HOLDEN	chaya	f	04-03-1973	1	12353	12-01-2011	12/31/2014	N
201001920	RUTLEDGE	chayim	m	04-04-1973	2	12353	12-01-2011	12/31/2014	N
201001921	KINNEY	chaz	m	04-05-1973	3	12353	12-01-2011	12/31/2014	N
201001922	CLEMENTS	che	m	04-06-1973	4	12353	12-01-2011	12/31/2014	N
201001923	CASTANEDA	chelle	f	04-07-1973	5	12353	12-01-2011	12/31/2011	N
201001924	SLATER	chelo	f	04-08-1973	6	12353	12-01-2011	12/31/2014	N
201001925	HAHN	chelsea	f	04-09-1973	7	12353	12-01-2011	12/31/2014	N
201001926	EMERSON	chelsey	f	04-10-1973	1	12354	09-01-2011	12/31/2015	N
201001927	CONRAD	chelsie	f	04-11-1973	2	12354	09-01-2011	12/31/2015	N
201001928	BURKS	chenaniah	m	04-12-1973	3	12354	09-01-2011	12/31/2015	N
201001929	DELANEY	chenda	f	4/13/1973	4	12354	09-01-2011	12/31/2011	N
201001930	PATE	cheng	m	4/14/1973	5	12354	09-01-2011	12/31/2015	N
201001931	LANCASTER	cher	f	4/15/1973	6	12354	09-01-2011	12/31/2011	N
201001932	SWEET	cherette	f	4/16/1973	7	12354	09-01-2011	12/31/2015	N
201001933	JUSTICE	cheri	f	4/17/1973	1	12345	01-01-2014	12/31/2014	N
201001934	TYSON	cherice	f	4/18/1973	2	12345	01-01-2014	12/31/2014	N
201001935	SHARPE	cherie	f	4/19/1973	3	12345	01-01-2014	12/31/2014	N
201001936	WHITFIELD	cherilyn	f	4/20/1973	4	12345	01-01-2014	12/31/2014	N
201001937	TALLEY	cherise	f	4/21/1973	5	12345	01-01-2014	12/31/2014	N
201001938	MACIAS	cherish	f	4/22/1973	6	12345	01-01-2014	12/31/2014	N
201001939	IRWIN	chernobog	m	4/23/1973	7	12345	01-01-2014	12/31/2014	N
201001940	BURRIS	cherokee	f	4/24/1973	1	12346	09-01-2013	12/31/2015	N
201001941	RATLIFF	cherry	f	4/25/1973	2	12346	09-01-2013	12/31/2015	N
201001942	MCCRAY	cheryl	f	4/26/1973	3	12346	09-01-2013	12/31/2015	N
201001943	MADDEN	chesed	f	4/27/1973	4	12346	09-01-2013	12/31/2015	N
201001944	KAUFMAN	chesley	m	4/28/1973	5	12345	09-01-2013	12/31/2013	N
201001945	BEACH	chester	m	4/29/1973	6	12345	09-01-2013	12/31/2013	N
201001946	GOFF	chet	m	4/30/1973	7	12346	09-01-2013	12/31/2015	N
201001947	CASH	chetana	m	05-01-1973	1	12345	06-01-2013	12/31/2013	N
201001948	BOLTON	chevonne	f	05-02-1973	2	12347	06-01-2013	12/31/2016	N
201001949	MCFADDEN	cheyanne	f	05-03-1973	3	12347	06-01-2013	12/31/2016	N
201001950	LEVINE	cheyenne	f	05-04-1973	4	12347	06-01-2013	12/31/2016	N
201001951	GOOD	chi	f	05-05-1973	5	12347	06-01-2013	12/31/2016	N
201001952	BYERS	chiara	f	05-06-1973	6	12347	06-01-2013	12/31/2016	N
201001953	KIRKLAND	chiarina	f	05-07-1973	7	12345	06-01-2013	12/31/2013	N
201001954	KIDD	chibuzo	m	05-08-1973	1	12348	03-01-2013	12/31/2017	N
201001955	WORKMAN	chiela	f	05-09-1973	2	12348	03-01-2013	12/31/2017	N
201001956	CARNEY	chika	f	05-10-1973	3	12348	03-01-2013	12/31/2017	N
201001957	DALE	chikako	f	05-11-1973	4	12348	03-01-2013	12/31/2017	N
201001958	MCLEOD	chile	m	05-12-1973	5	12348	03-01-2013	12/31/2017	N
201001959	HOLCOMB	chin	m	5/13/1973	6	12348	03-01-2013	12/31/2013	N
201001960	ENGLAND	china	f	5/14/1973	7	12348	03-01-2013	12/31/2017	N
201001961	FINCH	chip	m	5/15/1973	1	12349	12-01-2012	12/31/2014	N
201001962	HEAD	chita	f	5/16/1973	2	12349	12-01-2012	12/31/2014	N
201001963	BURT	chiumbo	m	5/17/1973	3	12349	12-01-2012	12/31/2014	N
201001964	HENDRIX	chizoba	m	5/18/1973	4	12349	12-01-2012	12/31/2014	N
201001965	SOSA	chlo‚	f	5/19/1973	5	12349	12-01-2012	12/31/2012	N
201001966	HANEY	chloe	f	5/20/1973	6	12349	12-01-2012	12/31/2014	N
201001967	FRANKS	chloris	f	5/21/1973	7	12349	12-01-2012	12/31/2014	N
201001968	SARGENT	chonsie	f	5/22/1973	1	12350	09-01-2012	12/31/2015	N
201001969	NIEVES	chris	m	5/23/1973	2	12350	09-01-2012	12/31/2015	N
201001970	DOWNS	chrissie	f	5/24/1973	3	12350	09-01-2012	12/31/2015	N
201001971	RASMUSSEN	chrissy	f	5/25/1973	4	12349	09-01-2012	12/31/2012	N
201001972	BIRD	christ	m	5/26/1973	5	12350	09-01-2012	12/31/2015	N
201001973	HEWITT	christa	f	5/27/1973	6	12350	09-01-2012	12/31/2015	N
201001974	LINDSAY	christabel	f	5/28/1973	7	12350	09-01-2012	12/31/2015	Y
201001975	LE	christabella	f	5/29/1973	1	12351	06-01-2012	12/31/2016	Y
201001976	FOREMAN	christabelle	f	5/30/1973	2	12351	06-01-2012	12/31/2016	Y
201001977	VALENCIA	christal	f	5/31/1973	3	12351	06-01-2012	12/31/2016	Y
201001978	ONEIL	christelle	f	06-01-1973	4	12351	06-01-2012	12/31/2016	Y
201001979	DELACRUZ	christen	f	06-02-1973	5	12351	06-01-2012	12/31/2016	Y
201001980	VINSON	christer	m	06-03-1973	7	12351	06-01-2012	12/31/2016	Y
201001981	DEJESUS	christi	f	06-04-1973	1	12352	03-01-2012	12/31/2017	Y
201001982	HYDE	christiaan	m	06-05-1973	2	12352	03-01-2012	12/31/2017	Y
201001983	FORBES	christian	m	06-06-1973	3	12352	03-01-2012	12/31/2017	Y
201001984	GILLIAM	christiana	f	06-07-1973	4	12352	03-01-2012	12/31/2017	Y
201001985	GUTHRIE	christiane	f	06-08-1973	5	12352	03-01-2012	12/31/2011	Y
201001986	WOOTEN	christianne	f	06-09-1973	6	12352	03-01-2012	12/31/2017	Y
201001987	HUBER	christie	f	06-10-1973	7	12352	03-01-2012	12/31/2017	Y
201001988	BARLOW	christin	f	06-11-1973	1	12353	12-01-2011	12/31/2014	Y
201001989	BOYLE	christina	f	06-12-1973	2	12353	12-01-2011	12/31/2014	Y
201001990	MCMAHON	christine	f	6/13/1973	3	12353	12-01-2011	12/31/2014	Y
201001991	BUCKNER	christmas	m	6/14/1973	4	12353	12-01-2011	12/31/2014	Y
201001992	ROCHA	christobel	f	6/15/1973	5	12353	12-01-2011	12/31/2011	Y
201001993	PUCKETT	christoffer	m	6/16/1973	6	12353	12-01-2011	12/31/2014	Y
201001994	LANGLEY	christoph	m	6/17/1973	7	12353	12-01-2011	12/31/2014	Y
201001995	KNOWLES	christophe	m	6/18/1973	1	12354	09-01-2011	12/31/2015	Y
201001996	COOKE	christopher	m	6/19/1973	2	12354	09-01-2011	12/31/2015	Y
201001997	VELAZQUEZ	christos	m	6/20/1973	3	12354	09-01-2011	12/31/2015	Y
201001998	WHITLEY	christy	f	6/21/1973	4	12354	09-01-2011	12/31/2011	Y
201001999	NOEL	chrysanta	f	6/22/1973	5	12354	09-01-2011	12/31/2015	Y
201002000	VANG	chrysanthe	f	6/23/1973	6	12354	09-01-2011	12/31/2011	Y
201002001	SMITH	chrysanthos	m	6/24/1973	7	12354	09-01-2011	12/31/2015	Y
201002002	JOHNSON	chryseis	f	6/25/1973	1	12345	01-01-2014	12/31/2014	Y
201002003	WILLIAMS	chryssa	f	6/26/1973	2	12345	01-01-2014	12/31/2014	Y
201002004	JONES	chrystal	f	6/27/1973	3	12345	01-01-2014	12/31/2014	Y
201002005	BROWN	chucho	m	6/28/1973	4	12345	01-01-2014	12/31/2014	Y
201002006	DAVIS	chuck	m	6/29/1973	5	12345	01-01-2014	12/31/2014	Y
201002007	MILLER	chun	f	6/30/1973	6	12345	01-01-2014	12/31/2014	Y
201002008	WILSON	chus	m	07-01-1973	7	12345	01-01-2014	12/31/2014	Y
201002009	MOORE	chylan	m	07-02-1973	1	12346	09-01-2013	12/31/2015	Y
201002010	TAYLOR	chyna	f	07-03-1973	2	12346	09-01-2013	12/31/2015	Y
201002011	ANDERSON	cian	m	07-04-1973	3	12346	09-01-2013	12/31/2015	Y
201002012	THOMAS	cian n	m	07-05-1973	4	12346	09-01-2013	12/31/2015	Y
201002013	JACKSON	ciannait	f	07-06-1973	5	12345	09-01-2013	12/31/2013	Y
201002014	WHITE	ciara	f	07-07-1973	6	12345	09-01-2013	12/31/2013	Y
201002015	HARRIS	ciaran	m	07-08-1973	7	12346	09-01-2013	12/31/2015	Y
201002016	MARTIN	cibor	m	07-09-1973	1	12345	06-01-2013	12/31/2013	Y
201002017	THOMPSON	cicely	f	07-10-1973	2	12347	06-01-2013	12/31/2016	Y
201002018	GARCIA	cicero	m	07-11-1973	3	12347	06-01-2013	12/31/2016	Y
201002019	MARTINEZ	ciel	f	07-12-1973	4	12347	06-01-2013	12/31/2016	Y
201002020	ROBINSON	ciera	f	7/13/1973	5	12347	06-01-2013	12/31/2016	Y
201002021	CLARK	cierra	f	7/14/1973	6	12347	06-01-2013	12/31/2016	Y
201002022	RODRIGUEZ	cili	f	7/15/1973	7	12345	06-01-2013	12/31/2013	Y
201002023	LEWIS	cilka	f	7/16/1973	1	12348	03-01-2013	12/31/2017	Y
201002024	LEE	cilla	f	7/17/1973	2	12348	03-01-2013	12/31/2017	Y
201002025	WALKER	cillian	m	7/18/1973	3	12348	03-01-2013	12/31/2017	Y
201002026	HALL	cill¡n	m	7/19/1973	4	12348	03-01-2013	12/31/2017	Y
201002027	ALLEN	cin ed	m	7/20/1973	5	12348	03-01-2013	12/31/2017	Y
201002028	YOUNG	cinderella	f	7/21/1973	6	12348	03-01-2013	12/31/2013	Y
201002029	HERNANDEZ	cindra	f	7/22/1973	7	12348	03-01-2013	12/31/2017	Y
201002030	KING	cindy	f	7/23/1973	1	12349	12-01-2012	12/31/2014	Y
201002031	WRIGHT	cinzia	f	7/24/1973	2	12349	12-01-2012	12/31/2014	Y
201002032	LOPEZ	cionaodh	m	7/25/1973	3	12349	12-01-2012	12/31/2014	Y
201002033	HILL	ciprian	m	7/26/1973	4	12349	12-01-2012	12/31/2014	Y
201002034	SCOTT	cipriano	m	7/27/1973	5	12349	12-01-2012	12/31/2012	Y
201002035	GREEN	circe	f	7/28/1973	6	12349	12-01-2012	12/31/2014	Y
201002036	ADAMS	ciriaco	m	7/29/1973	7	12349	12-01-2012	12/31/2014	Y
201002037	BAKER	ciril	m	7/30/1973	1	12350	09-01-2012	12/31/2015	Y
201002038	GONZALEZ	cirillo	m	7/31/1973	2	12350	09-01-2012	12/31/2015	Y
201002039	NELSON	cirino	m	08-01-1973	3	12350	09-01-2012	12/31/2015	Y
201002040	CARTER	ciro	m	08-02-1973	4	12349	09-01-2012	12/31/2012	Y
201002041	MITCHELL	cissy	f	08-03-1973	5	12350	09-01-2012	12/31/2015	Y
201002042	PEREZ	citlali	f	08-04-1973	6	12350	09-01-2012	12/31/2015	Y
201002043	ROBERTS	claire	f	08-05-1973	7	12350	09-01-2012	12/31/2015	Y
201002044	TURNER	clancy	m	08-06-1973	1	12351	06-01-2012	12/31/2016	Y
201002045	PHILLIPS	clara	f	08-07-1973	2	12351	06-01-2012	12/31/2016	Y
201002046	CAMPBELL	clare	f	08-08-1973	3	12351	06-01-2012	12/31/2016	Y
201002047	PARKER	clarence	m	08-09-1973	4	12351	06-01-2012	12/31/2016	Y
201002048	EVANS	clarette	f	08-10-1973	5	12351	06-01-2012	12/31/2016	Y
201002049	EDWARDS	claribel	f	08-11-1973	7	12351	06-01-2012	12/31/2016	Y
201002050	COLLINS	clarice	f	08-12-1973	1	12352	03-01-2012	12/31/2017	Y
201002051	STEWART	clarinda	f	8/13/1973	2	12352	03-01-2012	12/31/2017	Y
201002052	SANCHEZ	clarissa	f	8/14/1973	3	12352	03-01-2012	12/31/2017	Y
201002053	MORRIS	clarisse	f	8/15/1973	4	12352	03-01-2012	12/31/2017	Y
201002054	ROGERS	clarity	f	8/16/1973	5	12352	03-01-2012	12/31/2011	Y
201002055	REED	clark	m	8/17/1973	6	12352	03-01-2012	12/31/2017	Y
201002056	COOK	claud	m	8/18/1973	7	12352	03-01-2012	12/31/2017	Y
201002057	MORGAN	claude	m	8/19/1973	1	12353	12-01-2011	12/31/2014	Y
201002058	BELL	claudette	f	8/20/1973	2	12353	12-01-2011	12/31/2014	Y
201002059	MURPHY	claudia	f	8/21/1973	3	12353	12-01-2011	12/31/2014	Y
201002060	BAILEY	claudine	f	8/22/1973	4	12353	12-01-2011	12/31/2014	Y
201002061	RIVERA	claudio	m	8/23/1973	5	12353	12-01-2011	12/31/2011	Y
201002062	COOPER	claudiu	m	8/24/1973	6	12353	12-01-2011	12/31/2014	Y
201002063	RICHARDSON	claudius	m	8/25/1973	7	12353	12-01-2011	12/31/2014	Y
201002064	COX	claus	m	8/26/1973	1	12354	09-01-2011	12/31/2015	Y
201002065	HOWARD	clay	m	8/27/1973	2	12354	09-01-2011	12/31/2015	Y
201002066	WARD	clayton	m	8/28/1973	3	12354	09-01-2011	12/31/2015	Y
201002067	TORRES	cledwyn	m	8/29/1973	4	12354	09-01-2011	12/31/2011	Y
201002068	PETERSON	cleena	f	8/30/1973	5	12354	09-01-2011	12/31/2015	Y
201002069	GRAY	cleisthenes	m	8/31/1973	6	12354	09-01-2011	12/31/2011	Y
201002070	RAMIREZ	clelia	f	09-01-1973	7	12354	09-01-2011	12/31/2015	Y
201002071	JAMES	clem	m	09-02-1973	1	12345	01-01-2014	12/31/2014	Y
201002072	WATSON	clematis	f	09-03-1973	2	12345	01-01-2014	12/31/2014	Y
201002073	BROOKS	cl‚mence	f	09-04-1973	3	12345	01-01-2014	12/31/2014	Y
201002074	KELLY	clemency	f	09-05-1973	4	12345	01-01-2014	12/31/2014	Y
201002075	SANDERS	clemens	m	09-06-1973	5	12345	01-01-2014	12/31/2014	Y
201002076	PRICE	cl‚ment	m	09-07-1973	6	12345	01-01-2014	12/31/2014	Y
201002077	BENNETT	clement	m	09-08-1973	7	12345	01-01-2014	12/31/2014	Y
201002078	WOOD	clemente	m	09-09-1973	1	12346	09-01-2013	12/31/2015	Y
201002079	BARNES	clementina	f	09-10-1973	2	12346	09-01-2013	12/31/2015	Y
201002080	ROSS	clementine	f	09-11-1973	3	12346	09-01-2013	12/31/2015	Y
201002081	HENDERSON	cleo	f	09-12-1973	4	12346	09-01-2013	12/31/2015	Y
201002082	COLEMAN	cleon	m	9/13/1973	5	12345	09-01-2013	12/31/2013	Y
201002083	JENKINS	cleopatra	f	9/14/1973	6	12345	09-01-2013	12/31/2013	Y
201002084	PERRY	cletes	m	9/15/1973	7	12346	09-01-2013	12/31/2015	Y
201002085	POWELL	cletis	m	9/16/1973	1	12345	06-01-2013	12/31/2013	Y
201002086	LONG	cleto	m	9/17/1973	2	12347	06-01-2013	12/31/2016	Y
201002087	PATTERSON	cletus	m	9/18/1973	3	12347	06-01-2013	12/31/2016	Y
201002088	HUGHES	cleve	m	9/19/1973	4	12347	06-01-2013	12/31/2016	Y
201002089	FLORES	cleveland	m	9/20/1973	5	12347	06-01-2013	12/31/2016	Y
201002090	WASHINGTON	cliff	m	9/21/1973	6	12347	06-01-2013	12/31/2016	Y
201002091	BUTLER	clifford	m	9/22/1973	7	12345	06-01-2013	12/31/2013	Y
201002092	SIMMONS	clifton	m	9/23/1973	1	12348	03-01-2013	12/31/2017	Y
201002093	FOSTER	clint	m	9/24/1973	2	12348	03-01-2013	12/31/2017	Y
201002094	GONZALES	clinton	m	9/25/1973	3	12348	03-01-2013	12/31/2017	Y
201002095	BRYANT	clio	f	9/26/1973	4	12348	03-01-2013	12/31/2017	Y
201002096	ALEXANDER	cl¡odhna	f	9/27/1973	5	12348	03-01-2013	12/31/2017	Y
201002097	RUSSELL	cl¡ona	f	9/28/1973	6	12348	03-01-2013	12/31/2013	Y
201002098	GRIFFIN	clitus	m	9/29/1973	7	12348	03-01-2013	12/31/2017	Y
201002099	DIAZ	clive	m	9/30/1973	1	12349	12-01-2012	12/31/2014	Y
201002100	HAYES	clodagh	f	10-01-1973	2	12349	12-01-2012	12/31/2014	Y
201002101	MYERS	clothilde	f	10-02-1973	3	12349	12-01-2012	12/31/2014	Y
201002102	FORD	clotilda	f	10-03-1973	4	12349	12-01-2012	12/31/2014	Y
201002103	HAMILTON	clover	f	10-04-1973	5	12349	12-01-2012	12/31/2012	Y
201002104	GRAHAM	clovia	f	10-05-1973	6	12349	12-01-2012	12/31/2014	Y
201002105	SULLIVAN	clovis	m	10-06-1973	7	12349	12-01-2012	12/31/2014	Y
201002106	WALLACE	clyde	m	10-07-1973	1	12350	09-01-2012	12/31/2015	Y
201002107	WOODS	clytemnestra	f	10-08-1973	2	12350	09-01-2012	12/31/2015	Y
201002108	COLE	clytia	f	10-09-1973	3	12350	09-01-2012	12/31/2015	Y
201002109	WEST	cnaeus	m	10-10-1973	4	12349	09-01-2012	12/31/2012	Y
201002110	JORDAN	cnut	m	10-11-1973	5	12350	09-01-2012	12/31/2015	Y
201002111	OWENS	coby	m	10-12-1973	6	12350	09-01-2012	12/31/2015	Y
201002112	REYNOLDS	codie	m	10/13/1973	7	12350	09-01-2012	12/31/2015	Y
201002113	FISHER	cody	m	10/14/1973	1	12351	06-01-2012	12/31/2016	Y
201002114	ELLIS	coilean	m	10/15/1973	2	12351	06-01-2012	12/31/2016	Y
201002115	HARRISON	coinneach	m	10/16/1973	3	12351	06-01-2012	12/31/2016	Y
201002116	GIBSON	cokkie	f	10/17/1973	4	12351	06-01-2012	12/31/2016	Y
201002117	MCDONALD	colbert	m	10/18/1973	5	12351	06-01-2012	12/31/2016	Y
201002118	CRUZ	colby	m	10/19/1973	7	12351	06-01-2012	12/31/2016	Y
201002119	MARSHALL	cole	m	10/20/1973	1	12352	03-01-2012	12/31/2017	Y
201002120	ORTIZ	coleen	f	10/21/1973	2	12352	03-01-2012	12/31/2017	Y
201002121	GOMEZ	coleman	m	10/22/1973	3	12352	03-01-2012	12/31/2017	Y
201002122	MURRAY	colene	f	10/23/1973	4	12352	03-01-2012	12/31/2017	Y
201002123	FREEMAN	colette	f	10/24/1973	5	12352	03-01-2012	12/31/2011	Y
201002124	WELLS	colin	m	10/25/1973	6	12352	03-01-2012	12/31/2017	Y
201002125	WEBB	coline	f	10/26/1973	7	12352	03-01-2012	12/31/2017	Y
201002126	SIMPSON	colleen	f	10/27/1973	1	12353	12-01-2011	12/31/2014	Y
201002127	STEVENS	collin	m	10/28/1973	2	12353	12-01-2011	12/31/2014	Y
201002128	TUCKER	collyn	f	10/29/1973	3	12353	12-01-2011	12/31/2014	Y
201002129	PORTER	colm	m	10/30/1973	4	12353	12-01-2011	12/31/2014	Y
201002130	HUNTER	colm n	m	10/31/1973	5	12353	12-01-2011	12/31/2011	Y
201002131	HICKS	colombain	m	11-01-1973	6	12353	12-01-2011	12/31/2014	Y
201002132	CRAWFORD	colombe	m	11-02-1973	7	12353	12-01-2011	12/31/2014	Y
201002133	HENRY	colombina	f	11-03-1973	1	12354	09-01-2011	12/31/2015	Y
201002134	BOYD	colten	m	11-04-1973	2	12354	09-01-2011	12/31/2015	Y
201002135	MASON	colton	m	11-05-1973	3	12354	09-01-2011	12/31/2015	Y
201002136	MORALES	colum	m	11-06-1973	4	12354	09-01-2011	12/31/2011	Y
201002137	KENNEDY	columba	m	11-07-1973	5	12354	09-01-2011	12/31/2015	Y
201002138	WARREN	columban	m	11-08-1973	6	12354	09-01-2011	12/31/2011	Y
201002139	DIXON	columbano	m	11-09-1973	7	12354	09-01-2011	12/31/2015	Y
201002140	RAMOS	columbine	f	11-10-1973	1	12345	01-01-2014	12/31/2014	Y
201002141	REYES	columbo	m	11-11-1973	2	12345	01-01-2014	12/31/2014	Y
201002142	BURNS	comfort	f	11-12-1973	3	12345	01-01-2014	12/31/2014	Y
201002143	GORDON	comgal	m	11/13/1973	4	12345	01-01-2014	12/31/2014	Y
201002144	SHAW	comgan	m	11/14/1973	5	12345	01-01-2014	12/31/2014	Y
201002145	HOLMES	comhghall	m	11/15/1973	6	12345	01-01-2014	12/31/2014	Y
201002146	RICE	comhgh n	m	11/16/1973	7	12345	01-01-2014	12/31/2014	Y
201002147	ROBERTSON	conall	m	11/17/1973	1	12346	09-01-2013	12/31/2015	Y
201002148	HUNT	conan	m	11/18/1973	2	12346	09-01-2013	12/31/2015	Y
201002149	BLACK	concepci¢n	f	11/19/1973	3	12346	09-01-2013	12/31/2015	Y
201002150	DANIELS	concepta	f	11/20/1973	4	12346	09-01-2013	12/31/2015	Y
201002151	PALMER	concetta	f	11/21/1973	5	12345	09-01-2013	12/31/2013	Y
201002152	MILLS	concetto	m	11/22/1973	6	12345	09-01-2013	12/31/2013	Y
201002153	NICHOLS	concha	f	11/23/1973	7	12346	09-01-2013	12/31/2015	Y
201002154	GRANT	conchita	f	11/24/1973	1	12345	06-01-2013	12/31/2013	Y
201002155	KNIGHT	conchobhar	m	11/25/1973	2	12347	06-01-2013	12/31/2016	Y
201002156	FERGUSON	concordia	f	11/26/1973	3	12347	06-01-2013	12/31/2016	Y
201002157	ROSE	confucius	m	11/27/1973	4	12347	06-01-2013	12/31/2016	Y
201002158	STONE	conleth	m	11/28/1973	5	12347	06-01-2013	12/31/2016	Y
201002159	HAWKINS	conn	m	11/29/1973	6	12347	06-01-2013	12/31/2016	Y
201002160	DUNN	connell	m	11/30/1973	7	12345	06-01-2013	12/31/2013	Y
201002161	PERKINS	conner	m	12-01-1973	1	12348	03-01-2013	12/31/2017	Y
201002162	HUDSON	connie	f	12-02-1973	2	12348	03-01-2013	12/31/2017	Y
201002163	SPENCER	connor	m	12-03-1973	3	12348	03-01-2013	12/31/2017	Y
201002164	GARDNER	conor	m	12-04-1973	4	12348	03-01-2013	12/31/2017	Y
201002165	STEPHENS	conrad	m	12-05-1973	5	12348	03-01-2013	12/31/2017	Y
201002166	PAYNE	conrado	m	12-06-1973	6	12348	03-01-2013	12/31/2013	Y
